Loaded 100 files → 10000 pairs × 5 round(s) = 50000 total (0 already done, 50000 remaining)
/home/chaiyong.rag/quantization-clone-study/gguf/lib/python3.10/site-packages/huggingface_hub/utils/_validators.py:205: UserWarning: The `local_dir_use_symlinks` argument is deprecated and ignored in `hf_hub_download`. Downloading to a local directory does not use symlinks anymore.
  warnings.warn(
llama_context: n_ctx_seq (8192) < n_ctx_train (131072) -- the full capacity of the model will not be utilized
Model 'gguf' loaded. Starting inference...
--- Round 1/5 (0 done, 10000 remaining) ---
[1/50000] 2026-06-30 04:15:47 | R1 | InfixConverter/0_orig vs InfixConverter/0_orig → CLONE
[2282/50000] 2026-06-30 04:52:04 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/1_artifice → NON-CLONE
[2283/50000] 2026-06-30 04:52:05 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[2284/50000] 2026-06-30 04:52:06 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[2285/50000] 2026-06-30 04:52:07 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[2286/50000] 2026-06-30 04:52:08 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[2287/50000] 2026-06-30 04:52:09 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[2288/50000] 2026-06-30 04:52:10 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[2289/50000] 2026-06-30 04:52:11 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[2290/50000] 2026-06-30 04:52:12 | R1 | bubblesort/test_0_orig_no_krakatau vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[2291/50000] 2026-06-30 04:52:13 | R1 | bubblesort/test_0_orig_no_krakatau vs square/0_orig → NON-CLONE
[2292/50000] 2026-06-30 04:52:14 | R1 | bubblesort/test_0_orig_no_krakatau vs square/1_artifice → NON-CLONE
[2293/50000] 2026-06-30 04:52:15 | R1 | bubblesort/test_0_orig_no_krakatau vs square/test_0_orig_no_krakatau → NON-CLONE
[2294/50000] 2026-06-30 04:52:16 | R1 | bubblesort/test_0_orig_no_krakatau vs square/test_0_orig_no_procyon → NON-CLONE
[2295/50000] 2026-06-30 04:52:18 | R1 | bubblesort/test_0_orig_no_krakatau vs square/test_0_orig_pg_krakatau → NON-CLONE
[2296/50000] 2026-06-30 04:52:19 | R1 | bubblesort/test_0_orig_no_krakatau vs square/test_0_orig_pg_procyon → NON-CLONE
[2297/50000] 2026-06-30 04:52:20 | R1 | bubblesort/test_0_orig_no_krakatau vs square/test_1_artifice_no_krakatau → NON-CLONE
[2298/50000] 2026-06-30 04:52:21 | R1 | bubblesort/test_0_orig_no_krakatau vs square/test_1_artifice_no_procyon → NON-CLONE
[2299/50000] 2026-06-30 04:52:22 | R1 | bubblesort/test_0_orig_no_krakatau vs square/test_1_artifice_pg_krakatau → NON-CLONE
[2300/50000] 2026-06-30 04:52:23 | R1 | bubblesort/test_0_orig_no_krakatau vs square/test_1_artifice_pg_procyon → NON-CLONE
[2301/50000] 2026-06-30 04:52:24 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/0_orig → NON-CLONE
[2302/50000] 2026-06-30 04:52:24 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/1_artifice → NON-CLONE
[2303/50000] 2026-06-30 04:52:25 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[2304/50000] 2026-06-30 04:52:26 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[2305/50000] 2026-06-30 04:52:27 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[2306/50000] 2026-06-30 04:52:28 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[2307/50000] 2026-06-30 04:52:28 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[2308/50000] 2026-06-30 04:52:29 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[2309/50000] 2026-06-30 04:52:30 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[2310/50000] 2026-06-30 04:52:30 | R1 | bubblesort/test_0_orig_no_procyon vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[2311/50000] 2026-06-30 04:52:31 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/0_orig → NON-CLONE
[2312/50000] 2026-06-30 04:52:32 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/1_artifice → NON-CLONE
[2313/50000] 2026-06-30 04:52:33 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[2314/50000] 2026-06-30 04:52:35 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[2315/50000] 2026-06-30 04:52:36 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[2316/50000] 2026-06-30 04:52:37 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[2317/50000] 2026-06-30 04:52:38 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[2318/50000] 2026-06-30 04:52:39 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[2319/50000] 2026-06-30 04:52:40 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[2320/50000] 2026-06-30 04:52:41 | R1 | bubblesort/test_0_orig_no_procyon vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[2321/50000] 2026-06-30 04:52:41 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/0_orig → CLONE
[2322/50000] 2026-06-30 04:52:42 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/1_artifice → CLONE
[2323/50000] 2026-06-30 04:52:42 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/test_0_orig_no_krakatau → CLONE
[2324/50000] 2026-06-30 04:52:43 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/test_0_orig_no_procyon → CLONE
[2325/50000] 2026-06-30 04:52:44 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/test_0_orig_pg_krakatau → CLONE
[2326/50000] 2026-06-30 04:52:45 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/test_0_orig_pg_procyon → CLONE
[2327/50000] 2026-06-30 04:52:46 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/test_1_artifice_no_krakatau → CLONE
[2328/50000] 2026-06-30 04:52:46 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/test_1_artifice_no_procyon → CLONE
[2329/50000] 2026-06-30 04:52:47 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/test_1_artifice_pg_krakatau → CLONE
[2330/50000] 2026-06-30 04:52:48 | R1 | bubblesort/test_0_orig_no_procyon vs bubblesort/test_1_artifice_pg_procyon → CLONE
[2331/50000] 2026-06-30 04:52:49 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/0_orig → NON-CLONE
[2332/50000] 2026-06-30 04:52:50 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/1_artifice → NON-CLONE
[2333/50000] 2026-06-30 04:52:51 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/test_0_orig_no_krakatau → NON-CLONE
[2334/50000] 2026-06-30 04:52:52 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/test_0_orig_no_procyon → NON-CLONE
[2335/50000] 2026-06-30 04:52:53 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[2336/50000] 2026-06-30 04:52:54 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/test_0_orig_pg_procyon → NON-CLONE
[2337/50000] 2026-06-30 04:52:55 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[2338/50000] 2026-06-30 04:52:56 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/test_1_artifice_no_procyon → NON-CLONE
[2339/50000] 2026-06-30 04:52:57 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[2340/50000] 2026-06-30 04:52:58 | R1 | bubblesort/test_0_orig_no_procyon vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[2341/50000] 2026-06-30 04:52:59 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/0_orig → NON-CLONE
[2342/50000] 2026-06-30 04:53:00 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/1_artifice → NON-CLONE
[2343/50000] 2026-06-30 04:53:01 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[2344/50000] 2026-06-30 04:53:03 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/test_0_orig_no_procyon → NON-CLONE
[2345/50000] 2026-06-30 04:53:04 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[2346/50000] 2026-06-30 04:53:05 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[2347/50000] 2026-06-30 04:53:06 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[2348/50000] 2026-06-30 04:53:07 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[2349/50000] 2026-06-30 04:53:08 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[2350/50000] 2026-06-30 04:53:09 | R1 | bubblesort/test_0_orig_no_procyon vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[2351/50000] 2026-06-30 04:53:10 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/0_orig → NON-CLONE
[2352/50000] 2026-06-30 04:53:11 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/1_artifice → NON-CLONE
[2353/50000] 2026-06-30 04:53:13 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[2354/50000] 2026-06-30 04:53:14 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[2355/50000] 2026-06-30 04:53:15 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[2356/50000] 2026-06-30 04:53:16 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[2357/50000] 2026-06-30 04:53:17 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[2358/50000] 2026-06-30 04:53:18 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[2359/50000] 2026-06-30 04:53:19 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[2360/50000] 2026-06-30 04:53:19 | R1 | bubblesort/test_0_orig_no_procyon vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[2361/50000] 2026-06-30 04:53:20 | R1 | bubblesort/test_0_orig_no_procyon vs queens/0_orig → NON-CLONE
[2362/50000] 2026-06-30 04:53:22 | R1 | bubblesort/test_0_orig_no_procyon vs queens/1_artifice → NON-CLONE
[2363/50000] 2026-06-30 04:53:23 | R1 | bubblesort/test_0_orig_no_procyon vs queens/test_0_orig_no_krakatau → NON-CLONE
[2364/50000] 2026-06-30 04:53:24 | R1 | bubblesort/test_0_orig_no_procyon vs queens/test_0_orig_no_procyon → NON-CLONE
[2365/50000] 2026-06-30 04:53:25 | R1 | bubblesort/test_0_orig_no_procyon vs queens/test_0_orig_pg_krakatau → NON-CLONE
[2366/50000] 2026-06-30 04:53:26 | R1 | bubblesort/test_0_orig_no_procyon vs queens/test_0_orig_pg_procyon → NON-CLONE
[2367/50000] 2026-06-30 04:53:27 | R1 | bubblesort/test_0_orig_no_procyon vs queens/test_1_artifice_no_krakatau → NON-CLONE
[2368/50000] 2026-06-30 04:53:28 | R1 | bubblesort/test_0_orig_no_procyon vs queens/test_1_artifice_no_procyon → NON-CLONE
[2369/50000] 2026-06-30 04:53:30 | R1 | bubblesort/test_0_orig_no_procyon vs queens/test_1_artifice_pg_krakatau → NON-CLONE
[2370/50000] 2026-06-30 04:53:30 | R1 | bubblesort/test_0_orig_no_procyon vs queens/test_1_artifice_pg_procyon → NON-CLONE
[2371/50000] 2026-06-30 04:53:31 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/0_orig → NON-CLONE
[2372/50000] 2026-06-30 04:53:31 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/1_artifice → NON-CLONE
[2373/50000] 2026-06-30 04:53:32 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/test_0_orig_no_krakatau → NON-CLONE
[2374/50000] 2026-06-30 04:53:33 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/test_0_orig_no_procyon → NON-CLONE
[2375/50000] 2026-06-30 04:53:34 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/test_0_orig_pg_krakatau → NON-CLONE
[2376/50000] 2026-06-30 04:53:35 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/test_0_orig_pg_procyon → NON-CLONE
[2377/50000] 2026-06-30 04:53:36 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/test_1_artifice_no_krakatau → NON-CLONE
[2378/50000] 2026-06-30 04:53:36 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/test_1_artifice_no_procyon → NON-CLONE
[2379/50000] 2026-06-30 04:53:38 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/test_1_artifice_pg_krakatau → NON-CLONE
[2380/50000] 2026-06-30 04:53:38 | R1 | bubblesort/test_0_orig_no_procyon vs railroadcar/test_1_artifice_pg_procyon → NON-CLONE
[2381/50000] 2026-06-30 04:53:39 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/0_orig → NON-CLONE
[2382/50000] 2026-06-30 04:53:40 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/1_artifice → NON-CLONE
[2383/50000] 2026-06-30 04:53:41 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/test_0_orig_no_krakatau → NON-CLONE
[2384/50000] 2026-06-30 04:53:42 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/test_0_orig_no_procyon → NON-CLONE
[2385/50000] 2026-06-30 04:53:43 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/test_0_orig_pg_krakatau → NON-CLONE
[2386/50000] 2026-06-30 04:53:43 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/test_0_orig_pg_procyon → NON-CLONE
[2387/50000] 2026-06-30 04:53:44 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/test_1_artifice_no_krakatau → NON-CLONE
[2388/50000] 2026-06-30 04:53:46 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/test_1_artifice_no_procyon → NON-CLONE
[2389/50000] 2026-06-30 04:53:46 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/test_1_artifice_pg_krakatau → NON-CLONE
[2390/50000] 2026-06-30 04:53:47 | R1 | bubblesort/test_0_orig_no_procyon vs slinkedlist/test_1_artifice_pg_procyon → NON-CLONE
[2391/50000] 2026-06-30 04:53:48 | R1 | bubblesort/test_0_orig_no_procyon vs square/0_orig → NON-CLONE
[2392/50000] 2026-06-30 04:53:49 | R1 | bubblesort/test_0_orig_no_procyon vs square/1_artifice → NON-CLONE
[2393/50000] 2026-06-30 04:53:50 | R1 | bubblesort/test_0_orig_no_procyon vs square/test_0_orig_no_krakatau → NON-CLONE
[2394/50000] 2026-06-30 04:53:51 | R1 | bubblesort/test_0_orig_no_procyon vs square/test_0_orig_no_procyon → NON-CLONE
[2395/50000] 2026-06-30 04:53:53 | R1 | bubblesort/test_0_orig_no_procyon vs square/test_0_orig_pg_krakatau → NON-CLONE
[2396/50000] 2026-06-30 04:53:54 | R1 | bubblesort/test_0_orig_no_procyon vs square/test_0_orig_pg_procyon → NON-CLONE
[2397/50000] 2026-06-30 04:53:55 | R1 | bubblesort/test_0_orig_no_procyon vs square/test_1_artifice_no_krakatau → NON-CLONE
[2398/50000] 2026-06-30 04:53:56 | R1 | bubblesort/test_0_orig_no_procyon vs square/test_1_artifice_no_procyon → NON-CLONE
[2399/50000] 2026-06-30 04:53:57 | R1 | bubblesort/test_0_orig_no_procyon vs square/test_1_artifice_pg_krakatau → NON-CLONE
[2400/50000] 2026-06-30 04:53:59 | R1 | bubblesort/test_0_orig_no_procyon vs square/test_1_artifice_pg_procyon → NON-CLONE
[2401/50000] 2026-06-30 04:53:59 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/0_orig → NON-CLONE
[2402/50000] 2026-06-30 04:54:00 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/1_artifice → NON-CLONE
[2403/50000] 2026-06-30 04:54:01 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/test_0_orig_no_krakatau → NON-CLONE
[2404/50000] 2026-06-30 04:54:01 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/test_0_orig_no_procyon → NON-CLONE
[2405/50000] 2026-06-30 04:54:02 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/test_0_orig_pg_krakatau → NON-CLONE
[2406/50000] 2026-06-30 04:54:03 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/test_0_orig_pg_procyon → NON-CLONE
[2407/50000] 2026-06-30 04:54:05 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/test_1_artifice_no_krakatau → NON-CLONE
[2408/50000] 2026-06-30 04:54:06 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/test_1_artifice_no_procyon → NON-CLONE
[2409/50000] 2026-06-30 04:54:07 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/test_1_artifice_pg_krakatau → NON-CLONE
[2410/50000] 2026-06-30 04:54:07 | R1 | bubblesort/test_0_orig_pg_krakatau vs InfixConverter/test_1_artifice_pg_procyon → NON-CLONE
[2411/50000] 2026-06-30 04:54:08 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/0_orig → NON-CLONE
[2412/50000] 2026-06-30 04:54:09 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/1_artifice → NON-CLONE
[2413/50000] 2026-06-30 04:54:10 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_0_orig_no_krakatau → NON-CLONE
[2414/50000] 2026-06-30 04:54:11 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_0_orig_no_procyon → NON-CLONE
[2415/50000] 2026-06-30 04:54:12 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_0_orig_pg_krakatau → NON-CLONE
[2416/50000] 2026-06-30 04:54:13 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_0_orig_pg_procyon → NON-CLONE
[2417/50000] 2026-06-30 04:54:15 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_1_artifice_no_krakatau → NON-CLONE
[2418/50000] 2026-06-30 04:54:16 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_1_artifice_no_procyon → NON-CLONE
[2419/50000] 2026-06-30 04:54:17 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_1_artifice_pg_krakatau → NON-CLONE
[2420/50000] 2026-06-30 04:54:18 | R1 | bubblesort/test_0_orig_pg_krakatau vs SqrtAlgorithm/test_1_artifice_pg_procyon → NON-CLONE
[2421/50000] 2026-06-30 04:54:18 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/0_orig → CLONE
[2422/50000] 2026-06-30 04:54:19 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/1_artifice → CLONE
[2423/50000] 2026-06-30 04:54:20 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_no_krakatau → CLONE
[2424/50000] 2026-06-30 04:54:21 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_no_procyon → CLONE
[2425/50000] 2026-06-30 04:54:22 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_pg_krakatau → CLONE
[2426/50000] 2026-06-30 04:54:23 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/test_0_orig_pg_procyon → CLONE
[2427/50000] 2026-06-30 04:54:23 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_no_krakatau → CLONE
[2428/50000] 2026-06-30 04:54:24 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_no_procyon → CLONE
[2429/50000] 2026-06-30 04:54:25 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_pg_krakatau → CLONE
[2430/50000] 2026-06-30 04:54:26 | R1 | bubblesort/test_0_orig_pg_krakatau vs bubblesort/test_1_artifice_pg_procyon → CLONE
[2431/50000] 2026-06-30 04:54:27 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/0_orig → NON-CLONE
[2432/50000] 2026-06-30 04:54:28 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/1_artifice → NON-CLONE
[2433/50000] 2026-06-30 04:54:29 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/test_0_orig_no_krakatau → NON-CLONE
[2434/50000] 2026-06-30 04:54:29 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/test_0_orig_no_procyon → NON-CLONE
[2435/50000] 2026-06-30 04:54:31 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/test_0_orig_pg_krakatau → NON-CLONE
[2436/50000] 2026-06-30 04:54:32 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/test_0_orig_pg_procyon → NON-CLONE
[2437/50000] 2026-06-30 04:54:33 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/test_1_artifice_no_krakatau → NON-CLONE
[2438/50000] 2026-06-30 04:54:34 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/test_1_artifice_no_procyon → NON-CLONE
[2439/50000] 2026-06-30 04:54:35 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_krakatau → NON-CLONE
[2440/50000] 2026-06-30 04:54:37 | R1 | bubblesort/test_0_orig_pg_krakatau vs guessword/test_1_artifice_pg_procyon → NON-CLONE
[2441/50000] 2026-06-30 04:54:38 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/0_orig → NON-CLONE
[2442/50000] 2026-06-30 04:54:39 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/1_artifice → NON-CLONE
[2443/50000] 2026-06-30 04:54:40 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/test_0_orig_no_krakatau → NON-CLONE
[2444/50000] 2026-06-30 04:54:41 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/test_0_orig_no_procyon → NON-CLONE
[2445/50000] 2026-06-30 04:54:42 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/test_0_orig_pg_krakatau → NON-CLONE
[2446/50000] 2026-06-30 04:54:44 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/test_0_orig_pg_procyon → NON-CLONE
[2447/50000] 2026-06-30 04:54:45 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_no_krakatau → NON-CLONE
[2448/50000] 2026-06-30 04:54:46 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_no_procyon → NON-CLONE
[2449/50000] 2026-06-30 04:54:47 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_pg_krakatau → NON-CLONE
[2450/50000] 2026-06-30 04:54:49 | R1 | bubblesort/test_0_orig_pg_krakatau vs hanoi/test_1_artifice_pg_procyon → NON-CLONE
[2451/50000] 2026-06-30 04:54:50 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/0_orig → NON-CLONE
[2452/50000] 2026-06-30 04:54:51 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/1_artifice → NON-CLONE
[2453/50000] 2026-06-30 04:54:52 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_no_krakatau → NON-CLONE
[2454/50000] 2026-06-30 04:54:53 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_no_procyon → NON-CLONE
[2455/50000] 2026-06-30 04:54:54 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_pg_krakatau → NON-CLONE
[2456/50000] 2026-06-30 04:54:55 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_0_orig_pg_procyon → NON-CLONE
[2457/50000] 2026-06-30 04:54:56 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_krakatau → NON-CLONE
[2458/50000] 2026-06-30 04:54:57 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_no_procyon → NON-CLONE
[2459/50000] 2026-06-30 04:54:59 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_pg_krakatau → NON-CLONE
[2460/50000] 2026-06-30 04:55:00 | R1 | bubblesort/test_0_orig_pg_krakatau vs kaprekar/test_1_artifice_pg_procyon → NON-CLONE
[2461/50000] 2026-06-30 04:55:01 | R1 | bubblesort/test_0_orig_pg_krakatau vs queens/0_orig → NON-CLONE
[2462/50000] 2026-06-30 04:55:02 | R1 | bubblesort/test_0_orig_pg_krakatau vs queens/1_artifice → NON-CLONE
[2463/50000] 2026-06-30 04:55:03 | R1 | bubblesort/test_0_orig_pg_krakatau vs queens/test_0_orig_no_krakatau → NON-CLONE
[2464/50000] 2026-06-30 04:55:03 | R1 | bubblesort/test_0_orig_pg_krakatau vs queens/test_0_orig_no_procyon → NON-CLONE
[2465/50000] 2026-06-30 04:55:04 | R1 | bubblesort/test_0_orig_pg_krakatau vs queens/test_0_orig_pg_krakatau → NON-CLONE
[2466/50000] 2026-06-30 04:55:05 | R1 | bubblesort/test_0_orig_pg_krakatau vs queens/test_0_orig_pg_procyon → NON-CLONE
[2467/50000] 2026-06-30 04:55:07 | R1 | bubblesort/test_0_orig_pg_krakatau vs queens/test_1_artifice_no_krakatau → NON-CLONE
[2468/50000] 2026-06-30 04:55:07 | R1 | bubblesort/test_0_orig_pg_krakatau vs queens/test_1_artifice_no_procyon → NON-CLONE
